Did,Oid,Cid,Onum,Duint_price
79050,81,71406,7,399
17801,64,27826,9,617
27584,71,8044,3,377
72188,35,32562,6,554
50572,43,29549,6,978
16064,95,53280,3,593
53297,17,99911,3,916
56178,39,11293,1,651
71354,48,33982,5,872
16469,3,41099,8,719
59054,85,41283,10,593
41088,72,90025,8,396
43037,52,50274,4,496
7264,41,83586,10,446
11987,65,42323,3,246
70639,93,68147,9,361
30580,8,29688,4,366
21245,42,91673,1,658
52772,77,35945,6,198
6053,73,6966,1,82
36350,13,43053,7,990
45123,50,26439,4,819
70152,34,98153,7,543
34435,23,19242,4,173
55171,40,42939,7,224
79466,92,43448,3,309
53635,50,96557,10,375
79285,62,59638,8,144
62195,57,75549,9,94
38977,12,22599,2,372
46399,99,5350,9,833
38117,37,77589,4,684
598,38,81213,4,41
26518,13,28479,5,556
56862,12,19770,1,430
13043,6,34765,8,139
1773,89,9441,1,896
78038,45,10687,10,68
13109,55,22701,8,960
30180,15,18853,3,502
48858,86,66154,1,981
58908,77,60020,9,243
42810,51,25187,9,3
65496,83,1744,10,383
45011,43,43467,9,249
58862,40,26555,4,791
47986,8,73411,2,592
59272,91,34110,4,393
50676,7,65408,6,961
66801,40,14202,6,197
69750,57,61887,7,3
55771,70,8966,9,992
68191,91,77015,9,344
6978,26,42739,10,669
26396,4,49571,4,567
24861,9,16637,6,515
62227,10,42724,9,197
35727,73,11111,8,679
30536,95,28792,3,929
77927,19,54806,7,616
9561,66,97181,8,475
18758,11,90645,8,731
56190,45,96032,6,33
34376,53,58054,3,79
18443,56,26349,4,109
38205,42,8177,4,624
62394,66,63426,10,98
30168,90,98579,7,642
42465,42,6690,10,855
18123,33,75081,1,903
27359,66,70805,9,702
60140,91,88503,6,388
52650,36,30803,2,34
15806,92,95986,7,598
43541,99,64005,2,645
69348,49,99499,3,521
43256,47,35905,9,540
39960,37,42158,7,699
65277,63,31981,3,832
44001,46,74840,7,33
32774,96,97415,4,68
27708,83,82324,7,999
57355,54,77890,2,578
58103,29,65242,1,787
10300,97,39109,4,306
42044,86,92543,6,718
63563,43,95527,3,539
7134,54,36899,6,834
21252,32,29961,6,136
8115,49,11474,3,96
5617,65,89428,5,630
36506,36,61890,9,536
32052,99,33202,9,204
59903,26,27839,7,249
72292,7,60917,9,294
59370,6,52621,5,837
79486,30,90118,9,495
73077,19,99099,7,323
1841,100,23411,7,837
27086,9,4121,9,61
60173,70,18059,9,550
43356,38,65240,6,711
60525,85,99349,9,389
11313,14,64110,7,948
32152,55,98534,5,719
63103,66,92663,4,451
28908,99,51886,6,960
11454,28,17088,4,211
37764,96,60566,5,351
43676,15,82427,4,566
79905,40,74529,9,872
24989,53,6611,4,861
36520,94,49677,5,90
63903,85,5384,10,462
40837,27,62634,5,664
14195,30,73184,7,407
73871,21,79574,1,376
35677,4,90005,1,269
57645,65,37195,10,286
57355,91,60400,9,751
77286,43,37829,6,886
64681,35,71244,3,68
73434,36,68850,3,549
65675,33,40916,9,948
25572,25,99667,4,326
63204,89,13438,7,733
42584,72,33084,10,769
54726,32,77530,2,115
63931,73,88530,2,680
9277,22,30219,7,425
8453,55,43280,1,842
40098,85,58559,3,286
23498,1,44580,9,513
3952,64,84986,4,292
2486,77,21473,1,808
11998,88,43658,9,577
75135,2,62132,8,97
2808,31,91761,10,73
23489,97,73683,9,925
78394,15,94694,5,580
37036,18,4856,3,26
56212,76,4954,3,484
9019,50,98855,4,12
74235,25,49049,1,431
2044,100,2074,3,695
23424,80,11342,7,271
43890,81,50234,6,433
4037,30,83088,2,986
20762,1,17501,3,194
68365,25,99454,2,632
11750,22,50917,8,35
77036,74,14037,2,241
44991,64,56634,8,205
69768,32,60181,2,367
35174,23,42021,7,322
23578,60,71896,6,7
49409,64,66179,8,446
71917,24,40756,9,292
39861,31,86735,5,343
19565,27,15516,2,681
17745,22,36371,9,524
40366,62,55035,3,716
70082,97,19198,9,151
56846,25,10548,10,55
43672,21,15781,2,621
31372,39,21740,9,499
15541,19,97963,4,409
11635,83,70022,2,27
39066,8,99257,3,974
33849,17,97316,9,546
74891,66,53186,9,800
15693,95,63235,3,668
35261,45,74151,10,985
13310,48,15312,10,431
17120,5,56805,10,385
27101,76,63834,9,617
720,71,98980,5,708
458,58,55906,10,894
45854,72,84837,8,981
23277,89,29124,9,860
2107,73,94041,1,263
17350,26,28323,7,87
46461,56,6831,10,158
58055,93,38788,1,174
42963,85,93975,5,622
53336,56,90303,8,435
9672,64,96665,7,102
57551,94,60692,8,179
12958,40,63803,4,23
12667,60,11744,4,491
69662,61,39410,8,335
18839,92,11754,4,718
54166,2,92580,1,457
9563,65,77559,5,445
25464,33,20178,5,842
24709,6,91107,8,170
10095,79,92413,4,852
27018,56,26521,2,582
51588,16,2582,8,346
4654,69,48570,8,630
62453,88,57616,10,9
36196,85,84613,4,330
19007,10,60495,3,418
24164,72,95749,7,124
69902,97,16508,4,729
65309,67,18549,7,52
52191,9,33637,3,704
10198,100,71685,9,175
51659,27,39881,4,643
41610,39,21583,6,443
69572,42,76278,7,563
12920,19,66781,6,763
70445,79,76989,3,885
51029,9,66763,6,887
63659,26,54515,2,587
19076,36,78531,6,547
34091,75,5204,4,547
37023,65,42020,6,723
39858,50,13533,1,233
33711,75,58749,4,18
22454,34,2878,7,483
28859,83,32649,7,800
69007,84,26045,9,305
7731,73,2807,10,723
23971,15,71715,3,894
2021,59,80025,4,966
11555,59,18898,6,171
66207,48,60947,6,926
64899,5,58136,9,683
52305,65,16773,5,195
40675,28,76886,2,866
73581,20,45328,1,124
3312,93,64350,7,615
9080,42,89875,8,189
72594,14,90779,8,91
25814,43,66916,5,503
7507,50,26876,4,140
74067,41,72108,9,700
37514,25,45675,3,101
76411,33,58621,1,277
2200,2,97275,9,879
50832,89,79813,4,904
63144,100,46669,6,38
7365,6,40217,3,114
4956,32,91200,10,224
11894,64,15620,10,40
72388,20,50996,7,840
45405,74,48870,10,722
64968,43,83442,4,504
59002,35,27941,4,400
23129,8,44953,1,416
13193,60,99249,1,256
66473,86,56783,5,155
53122,40,41504,1,525
31060,51,31584,8,574
72741,45,62418,3,393
64841,70,8719,1,954
67681,25,86751,6,558
44850,12,86002,4,930
67185,36,85125,6,426
75134,30,3287,6,642
10992,82,25413,2,114
57295,68,77553,3,940
30729,66,9474,2,254
8959,9,43098,7,987
37549,34,90328,1,529
18606,93,75006,7,706
38976,95,4845,10,102
54320,39,88547,3,472
23569,76,92230,5,793
76787,97,16143,7,81
37246,74,74407,9,875
20843,51,80662,4,871
13927,83,77227,2,485
70592,9,69388,6,49
79605,67,77560,7,584
32259,54,47804,3,557
25160,59,94327,9,87
65762,64,5956,3,466
53632,64,66932,5,410
75516,7,62158,10,624
26423,63,91939,8,303
54332,7,83275,10,728
5111,1,99624,1,696
62005,91,17795,8,21
31263,68,84869,10,743
74744,19,13546,9,591
57596,96,94489,6,365
76098,95,50254,1,125
59728,37,6164,6,828
48172,99,50785,5,126
61982,51,27436,10,219
37500,42,71916,9,597
75017,55,37177,6,817
78654,40,67432,1,602
17730,24,52377,7,16
46078,76,37326,8,318
50736,19,19430,3,665
17524,32,67293,1,123
5572,25,22309,6,736
69688,97,5297,2,137
13529,37,19768,9,987
73785,29,34378,3,314
57415,47,89250,7,832
65131,71,37935,7,455
20831,26,10779,9,888
74531,34,33764,1,308
29642,57,87909,9,26
6016,8,46496,5,829
61305,66,72034,10,46
11866,10,40219,6,52
44355,22,47214,3,655
35910,29,65986,9,269
19002,94,70496,2,856
69889,27,92752,9,77
32874,43,99446,7,590
59014,54,10786,7,948
13885,67,14582,3,792
7467,1,13706,2,237
25834,87,22073,6,744
42797,93,21171,2,69
36592,9,58492,4,552
4540,46,7779,2,259
15214,96,31115,10,922
32389,38,90911,7,360
10338,90,35667,2,917
70239,75,59750,1,478
39704,59,74835,10,51
35829,80,62514,10,792
18854,41,9964,4,960
38418,82,75165,3,802
56189,53,89780,5,3
1031,80,47152,2,533
72079,85,13864,1,368
78021,56,78788,8,842
72026,11,74008,10,933
59982,99,71202,3,497
56583,67,34662,9,621
36456,30,93488,7,439
26570,5,16736,8,345
11706,49,67192,7,596
53948,20,82161,2,293
24835,6,47534,4,741
42965,29,6011,1,618
15873,7,11685,10,995
26378,57,72227,5,508
594,94,22486,4,269
28163,59,19708,6,311
36050,16,84995,6,433
45657,100,17900,2,103
23594,34,60805,2,986
13068,82,93796,7,89
28519,63,42107,6,320
64338,45,11751,3,948
20487,81,29417,4,465
79144,96,77019,10,116
59618,77,560,10,45
55310,57,69478,8,703
49875,7,15456,7,731
61299,93,14823,8,26
59710,66,82253,1,887
76619,82,31124,2,549
28086,96,36564,8,968
7346,68,83534,5,733
41169,49,44842,1,7
76779,98,34883,2,930
50732,56,59403,2,433
2932,92,31645,1,904
57875,79,73711,3,484
2013,43,67602,7,901
59648,2,38703,1,623
6930,79,39926,1,581
57936,64,90060,9,771
58665,3,90778,5,524
23142,56,87207,6,532
75938,74,20270,6,743
30535,21,27594,2,408
41372,2,30605,4,877
46631,4,18702,7,401
71061,50,85247,2,745
46813,75,81357,2,840
28675,90,52274,9,52
49024,91,35376,3,806
77074,66,688,5,253
47250,64,13433,5,630
44958,42,12916,8,117
36030,61,9862,1,386
29602,96,96575,2,221
28668,95,63389,9,221
24183,87,35408,7,920
26819,22,35483,2,215
10510,70,57215,7,490
53689,17,42714,1,342
77289,22,45872,3,926
150,13,91630,10,865
41613,33,74487,6,408
62098,44,5875,3,924
73488,38,77784,8,474
72638,6,28091,4,733
72606,20,11832,1,721
46890,39,1605,3,693
22096,60,54943,8,451
66351,59,84172,1,275
35483,51,46118,3,414
8999,52,53632,5,928
72620,55,56760,10,173
24007,49,72571,10,994
58422,32,98545,10,509
4488,20,68101,8,186
73360,80,15215,8,584
57913,20,77582,7,717
53597,41,82956,5,950
32202,37,90779,6,270
8090,62,11147,3,657
19975,51,85173,9,52
29351,41,52181,2,834
50596,31,79634,10,318
49035,20,10585,6,828
21103,83,98276,6,200
4895,26,82828,3,288
29638,79,12119,1,621
73273,97,85814,3,592
22342,36,5733,1,178
71407,11,98130,7,7
31629,92,53287,2,970
23462,100,90784,7,535
65319,57,71918,2,483
23627,66,17675,1,180
71012,40,22763,10,450
13026,18,89530,7,221
20892,29,61286,2,988
29279,48,39073,6,84
35398,97,81399,1,263
68137,41,80897,7,786
55780,58,47883,9,582
19813,18,44637,1,248
60234,17,73346,6,967
12359,96,45043,1,350
25505,93,47021,6,873
76592,30,18529,2,777
69703,79,40459,7,163
70523,38,10726,1,16
20614,88,97105,9,190
49928,14,60374,3,192
11547,56,20698,1,186
55696,11,93361,5,616
29946,26,92107,8,262
11441,4,19690,9,142
43263,81,51153,8,166
36251,4,7818,1,167
39470,33,77763,5,559
32366,14,68994,3,761
5539,67,71828,10,47
47145,45,44166,8,369
14609,19,96352,5,939
51019,14,99980,7,253
64052,80,92661,4,214
59743,35,93793,4,974
1450,73,99424,8,301
41118,69,5691,5,539
68773,61,32956,4,453
20421,93,54320,10,718
17771,77,42119,8,848
52242,100,85017,7,425
54806,31,13182,10,843
14853,77,75533,6,515
19923,55,20320,7,226
38266,99,65180,5,577
47673,11,75204,5,566
78348,89,24343,3,660
18403,71,5579,7,204
72418,57,71400,1,747
30132,11,75924,8,152
74746,11,77517,3,436
79340,31,16290,10,702
16465,67,74906,3,492
21169,72,69912,1,12
40315,11,77624,6,404
66919,7,62478,4,819
77158,34,47232,1,862
50222,91,61591,8,955
23791,34,71376,7,396
1233,16,6502,7,63
1294,69,99730,9,709
78784,5,29908,5,824
41805,13,83312,2,960
4835,54,92484,9,67
10977,95,41856,2,920
20986,43,17991,3,691
56292,42,88297,1,400
60376,59,77052,10,596
56742,9,67802,1,452
12280,81,81985,5,547
51464,13,72127,2,978
12889,64,75276,3,68
48733,22,26264,5,2
40841,41,2034,6,86
9274,96,32425,3,414
60423,35,46751,10,374
60973,85,66774,3,384
37759,42,7598,6,502
65135,4,40191,4,998
78576,6,83413,4,707
68949,99,94117,10,8
72262,77,51423,7,794
5119,21,72885,3,155
61866,50,56195,6,597
66539,25,26454,10,291
15770,24,26379,5,160
69081,16,11652,8,116
58296,43,61865,7,80
56885,57,78475,3,293
25290,100,59405,8,940
60933,89,769,9,619
25281,77,38822,8,748
62861,53,88398,1,363
10921,35,28126,10,197
23840,41,33736,10,879
52586,95,53150,1,381
16503,26,35818,6,381
71100,98,44882,6,662
62776,26,24716,7,215
49283,28,72454,9,251
12007,58,55006,6,233
7063,40,70710,8,946
45291,95,85984,9,136
2296,98,81775,9,79
36559,1,19043,6,749
55645,78,90835,2,220
71544,32,74174,10,665
64479,40,16380,5,15
67019,32,52381,8,694
284,60,31675,6,727
77826,47,42639,8,295
1398,4,68877,3,826
12664,2,54199,6,828
75952,71,76349,8,960
51099,24,20575,9,704
2436,66,72428,9,194
20031,59,10600,10,472
22858,42,63986,10,155
56234,28,89691,7,483
25471,87,35489,5,932
64681,79,71334,3,249
79453,63,24947,2,619
29815,48,32928,1,703
30428,92,38599,10,173
11028,77,31052,9,146
26785,49,78363,3,868
55247,88,69065,5,16
78175,61,55992,3,832
58014,43,24239,2,782
58704,71,56681,7,528
76161,62,96667,6,668
56435,19,62911,4,916
30156,95,51846,3,187
29717,35,83611,5,591
7511,37,78697,7,1
78696,6,54133,9,761
39825,15,34176,5,675
63406,8,79885,10,716
24025,8,93310,7,899
44472,12,46539,6,448
58178,25,63627,2,343
32314,50,70609,5,147
9275,60,83737,4,77
1661,14,77011,4,742
26408,94,48780,9,557
12531,71,79779,4,532
54059,90,77634,7,305
41094,18,34038,2,240
30676,28,1062,2,282
27319,13,91417,10,249
38830,39,40823,8,540
11384,1,23138,2,249
72866,74,45019,4,584
22787,15,73347,10,812
60676,5,5396,10,657
51400,76,16908,9,375
76621,97,87985,6,5
61612,63,67978,9,812
4489,82,28857,5,473
44295,51,12247,4,260
60474,24,25036,7,317
7350,94,71859,5,506
26037,60,69616,5,34
72565,36,44357,8,772
18360,28,31301,10,360
58551,99,34062,9,1
58142,43,36248,2,480
52414,70,83603,10,500
38097,45,6580,4,240
39878,15,36554,8,877
30253,54,15697,9,63
75024,98,2431,9,376
78630,81,87789,8,193
52406,54,61693,7,541
67266,87,19961,10,196
24964,99,29178,3,740
36915,42,75062,7,738
39663,6,19549,5,782
53295,100,60116,2,296
33533,67,17355,1,145
72424,18,65765,4,898
16988,74,84304,10,185
61711,85,29415,10,614
41915,87,70239,7,56
66164,28,98471,9,175
45458,73,1004,6,333
30723,37,50290,2,614
62323,86,16203,1,798
60286,73,27024,8,344
26933,80,32873,7,539
68095,82,57698,7,671
25995,98,36682,6,623
76210,82,19537,9,879
58693,12,22720,9,243
63990,83,68335,3,930
6583,86,24442,5,562
13989,34,75942,6,725
12038,19,29860,8,788
76862,45,68167,9,163
79239,25,78041,9,299
12984,54,90780,10,718
72063,69,80655,6,517
32575,73,66967,9,416
38392,28,82537,4,131
99,19,71059,5,654
60172,93,81041,5,860
39811,89,81093,5,889
10737,26,87610,9,697
46890,83,50575,2,871
8431,74,41388,3,944
29289,19,47672,9,252
43833,57,45261,4,288
46719,60,84763,1,901
31369,46,43954,7,493
31725,67,55199,5,487
39979,13,27488,3,873
27137,37,88973,6,46
74420,93,37046,1,346
79866,51,68459,10,42
18281,71,84236,3,639
35120,42,18519,5,1
27040,4,9232,9,223
10490,64,61577,6,603
66994,50,19508,10,662
49223,30,75210,5,208
5154,96,57698,10,877
64673,54,5784,9,169
71214,100,68754,5,789
20591,51,20680,5,244
62265,85,66155,8,915
37817,31,74612,8,670
9312,30,50630,5,515
1818,24,68521,3,571
63935,33,83764,3,223
25549,49,20136,7,178
52676,55,23330,6,195
9121,73,48963,1,208
25880,59,38947,3,25
14492,47,52009,5,145
72997,63,83786,2,377
46989,12,5188,4,716
53039,51,3317,9,971
75071,1,99569,10,486
47744,93,16176,7,388
68141,68,52532,4,842
40574,41,98536,1,148
26090,82,3867,4,4
39845,47,65206,9,646
75102,82,71322,2,854
1505,11,21825,10,906
15779,17,92784,1,76
7654,23,31027,3,193
70665,27,84539,8,235
6190,78,41035,8,413
43810,37,80624,8,81
23306,32,64674,6,755
38136,8,71567,1,901
49076,92,66927,3,493
20757,38,96360,5,503
41392,91,41182,5,971
45732,6,22917,1,823
76243,10,32715,1,283
41614,81,68249,5,657
15829,56,5844,2,523
75229,51,39096,8,435
35028,16,47958,2,398
68983,65,76524,1,512
3552,95,50426,2,300
45912,10,32958,10,653
9817,11,11343,1,853
7559,52,51185,2,2
29985,2,11007,1,123
68282,6,70065,6,616
16783,10,89988,8,538
26143,62,306,7,16
3885,36,81942,7,946
25411,36,59811,7,355
36819,48,66083,1,870
53441,59,2106,2,6
71652,62,10594,7,379
57514,33,33691,3,188
38256,69,88998,7,983
14926,90,3484,6,723
78351,68,72571,2,215
37244,13,74948,2,47
57765,53,59658,5,734
6252,49,44848,8,307
56068,37,30424,9,714
38362,41,3760,3,857
19964,64,98244,2,781
19731,12,6609,8,377
44156,74,40518,4,932
57915,95,21986,6,48
78161,57,59631,9,685
46244,55,18934,8,467
66281,53,95908,6,739
57030,65,69784,9,11
62241,73,83359,7,98
41331,77,38614,4,115
5332,6,68191,3,903
9237,74,243,3,176
76555,12,78490,5,180
10525,87,67116,2,419
16792,30,63134,9,72
51775,1,23364,10,987
66579,91,51212,10,960
61944,49,36008,5,8
37590,97,84203,7,51
42139,52,49841,8,780
49234,10,4649,1,156
16488,50,20670,10,68
66894,70,68034,9,397
57555,79,96072,1,701
13147,52,53040,4,836
11530,90,63022,9,969
51844,85,38346,2,796
10271,59,69316,2,118
13467,74,96624,7,74
26746,96,90165,1,652
39652,98,43032,9,933
57895,36,93921,4,373
68267,8,70069,1,233
37140,81,30042,5,661
1856,92,16253,4,734
21462,73,88287,1,687
8665,53,42272,10,307
23568,63,50563,3,102
23419,15,115,3,810
16147,14,382,5,563
52893,94,57160,10,715
35996,2,25167,3,211
12174,45,59235,6,352
62153,85,69706,10,809
1309,46,76307,3,829
69672,1,76730,5,144
23610,15,38222,7,532
34848,32,7009,7,435
3589,19,2062,7,181
51095,39,64003,4,250
840,43,57137,8,769
65193,24,16185,5,977
47690,27,89060,4,675
18161,57,82772,1,808
6732,3,39670,9,795
8397,67,37620,10,944
63577,13,9878,3,670
73894,98,37335,2,763
51868,26,85447,7,18
15633,4,9877,10,431
45270,80,65390,10,599
55164,25,92010,6,818
72048,30,17296,10,879
78272,1,88033,5,866
59358,3,29420,7,934
35163,26,25962,3,841
7767,41,58333,2,588
45081,19,70591,8,482
21832,69,84382,3,840
9072,82,27235,1,152
64797,77,14569,6,311
35139,91,96156,3,893
71391,38,38651,8,480
32276,93,68913,9,543
49947,7,57569,1,670
46021,63,45524,1,889
45759,96,89600,6,391
45214,14,3309,2,140
25171,58,15468,3,820
1165,35,77654,2,339
17150,81,30384,2,125
72760,17,95958,4,196
8523,12,5302,1,602
5612,70,14388,10,571
13717,62,85140,6,51
49070,98,85812,8,219
36425,47,22050,5,515
51229,39,17967,2,206
18982,45,89156,3,107
60740,11,40022,5,960
69660,33,24021,4,302
29716,88,33134,7,75
714,55,75019,10,140
73694,78,7533,7,816
76944,23,78521,10,509
53960,61,67457,6,256
23693,95,20231,4,275
17134,62,80974,10,399
51526,75,61246,10,538
55479,62,2480,2,966
40470,19,22362,10,235
74096,47,45644,1,707
64201,20,28387,6,762
12460,56,17993,6,633
48665,76,27611,10,559
73678,36,48228,4,860
62614,90,48691,1,164
74152,60,58342,9,237
35347,10,84554,6,721
9543,18,17247,3,34
29449,91,47769,4,558
21251,4,47477,6,850
55340,51,31279,6,769
13680,74,19537,8,325
49520,33,80228,8,685
19700,96,54725,3,435
24551,66,71429,1,185
23064,35,27003,2,931
46819,71,78961,9,846
13545,35,31295,2,654
56145,62,58103,3,140
1123,9,67617,9,159
24701,50,82291,6,63
26355,77,91699,10,474
3885,52,92975,2,84
1399,10,7337,7,938
79411,45,47641,5,781
26690,41,46651,1,269
67268,86,53967,1,531
52120,100,59841,4,348
3404,3,43936,6,496
22410,22,4637,6,167
64639,2,79887,7,21
70675,63,64751,3,562
16185,73,22608,3,751
72041,43,7283,3,240
57617,65,1935,10,405
74840,96,75197,10,412
16806,86,71890,10,5
36606,4,49775,8,602
24447,8,3152,9,723
966,11,47658,9,453
54922,81,76620,1,801
3027,79,21587,8,262
73927,27,53650,2,320
30175,37,41488,9,142
78737,18,60547,3,946
28666,25,56808,3,368
12196,98,28574,4,795
24049,33,33626,1,722
36904,43,67980,5,822
47093,70,43921,4,891
78871,31,284,7,195
44757,89,62385,9,304
24541,78,69699,7,539
58382,70,80686,2,281
29714,39,49447,5,264
67450,3,92815,9,822
22421,46,53617,6,566
76725,3,24644,7,435
39065,45,92776,2,614
75928,75,66701,8,420
23323,8,38759,8,331
67837,58,34206,10,749
67791,21,37271,7,6
77075,16,78888,4,383
19164,21,69788,9,851
43637,16,83584,5,947
68759,7,36303,3,249
2701,58,57772,6,305
56259,63,91250,9,917
42678,19,74933,5,401
25836,34,70570,4,602
7372,35,38126,10,337
33505,18,80549,10,626
950,51,82409,5,93
74701,12,22337,3,28
31396,72,66208,5,924
54257,36,48462,3,675
63580,28,30279,5,256
57104,45,12961,7,574
50911,24,28755,7,802
66533,90,98223,4,857
21908,29,81883,5,525
11911,63,60783,7,199
62913,95,92182,10,425
17259,31,38443,3,198
12283,72,88068,4,630
9250,91,18992,4,666
35496,96,66656,5,369
73770,85,10891,4,973
75926,13,2875,8,379
51099,8,78825,8,482
77246,84,53270,7,677
22557,83,86631,9,915
39229,7,805,5,69
74985,52,26904,3,614
59798,23,76268,1,395
30303,47,18046,1,666
40890,58,85293,3,588
66402,6,66724,10,892
46152,93,14715,3,308
34642,43,37224,2,349
77188,24,95314,9,597
38957,40,85676,4,284
58646,86,48476,10,277
8055,23,32706,10,227
10594,92,1761,5,562
10391,15,35975,2,417
71081,5,85203,2,568
23259,16,44386,8,807
59492,18,79062,4,186
45870,61,67511,1,66
49656,81,96188,5,659
71380,27,32588,3,92
23710,77,44286,7,720
47910,9,8039,6,244
11846,31,86006,2,969
52326,70,9329,6,488
30956,4,11729,5,713
65616,21,10379,10,837
50898,15,79830,4,72
21921,50,93413,10,1
68839,43,84219,6,260
61777,7,80500,9,211
1766,48,99690,3,891
79488,93,22364,6,161
10331,57,7728,2,980
43539,21,60373,2,998
63442,30,94522,5,464
28997,94,95248,2,278
70710,39,88481,8,233
59943,45,73721,2,306
6940,12,71055,5,509
67315,69,54099,5,425
30278,94,98934,3,38
65033,90,94317,5,600
72764,83,91502,5,993
754,7,19139,2,910
20731,46,66398,5,552
39070,63,62955,4,398
44756,69,27998,4,941
45594,57,87823,10,284
53891,82,23355,7,947
58931,65,18403,5,547
42713,6,64772,4,420
39975,40,96851,8,262
11569,12,28091,10,664
72796,61,72327,9,447
47486,28,79570,3,197
21929,53,74193,8,138
9770,81,96277,7,966
47531,58,29218,2,329
32164,1,11723,5,760
15711,88,92200,7,379
53434,80,3072,2,285
50122,100,20727,7,517
28820,44,20831,7,248
43537,12,67476,5,544
30580,21,78632,1,156
34741,27,62804,9,892
54257,22,94612,2,587
51561,50,13937,9,49
3319,36,59043,3,934
16992,45,35839,6,566
59116,92,56215,9,690
39457,69,57901,4,300
17607,35,41978,10,126
46715,48,71343,6,32
11141,47,66452,4,11
62330,20,46304,7,998
39203,87,49036,10,69
12850,30,87143,10,455
28969,64,34658,3,312
21413,55,79226,1,500
9367,73,72106,6,991
13112,6,41678,7,536
57126,25,19737,1,114
42363,1,73092,1,258
57111,70,56002,6,15
4300,50,90114,2,954
74949,100,6274,6,227
75169,30,61635,3,861
76445,62,623,8,882
31313,32,98969,5,872
39314,14,18679,6,875
10498,53,81032,4,743
26847,21,54638,5,290
64870,99,40960,3,553
55482,35,69626,6,426
45168,93,96630,2,159
21519,17,28359,8,352
58934,3,68115,10,41
11364,73,64785,9,714
28437,63,91590,9,473
849,77,50386,9,386
62342,75,34037,7,153
71580,7,99322,8,142
70924,15,63634,3,617
36955,18,61462,1,697
25073,39,92960,4,524
43211,74,10503,6,468
79394,31,21217,10,351
75377,26,44983,6,700
73911,67,48154,7,487
33803,43,54696,6,20
22948,9,19716,1,119
37230,94,45105,6,729
16874,15,22238,7,567
39036,89,10051,4,672
24759,40,19880,8,400
25289,7,87474,8,531
57421,82,39735,6,400
76928,54,66311,6,197
53385,17,77101,7,754
75904,31,83656,7,711
26408,51,9627,3,366
66191,51,42648,6,532
43532,24,94183,10,911
50784,93,53331,3,462
73298,18,18344,2,338
60129,95,65720,7,142
11226,18,36479,8,795
65594,83,40545,10,947
53939,84,93900,2,507
32066,39,61718,2,398
7025,43,32608,2,594
40731,7,23958,8,588
54675,77,81460,2,372
41974,10,30830,2,284
20838,23,66910,6,377
33371,53,41397,5,965
68223,35,21280,5,392
44142,52,56809,2,1000
15493,43,55903,9,770
34144,32,86527,7,61
13574,22,61843,10,493
24874,35,92332,10,745
35881,45,28694,5,156
69218,43,26662,6,482
33806,58,92251,2,788
59341,41,70171,1,36
55487,73,54813,4,495
70634,18,88589,8,226
58254,52,49683,10,508
1674,94,71883,8,741
29545,82,61088,1,974
7833,32,58271,9,21
21134,1,22804,8,502
22311,37,59243,5,998
61442,6,69407,4,913
18645,73,89469,5,705
24079,12,29596,2,874
20148,29,21331,7,292
46491,79,1765,10,65
14323,39,36318,5,183
65759,78,45756,2,719
45908,13,24628,2,4
20195,93,62997,4,560
31224,67,63206,7,785
12995,28,92640,9,449
76564,66,77509,3,711
69178,96,75202,5,765
60194,96,6404,6,992
28884,63,10870,5,84
40204,98,85575,2,495
50082,56,29250,2,247
15510,71,71444,7,881
60124,65,76648,1,150
29823,4,27511,9,587
31002,98,69063,4,307
10119,86,96388,6,639
1366,98,7440,2,557
51386,92,13928,1,969
74319,14,15463,10,773
26495,29,42282,7,766
5139,45,76652,4,661
23323,33,99899,2,479
35004,84,34152,10,908
31711,38,12798,4,92
44655,87,39674,8,518
67302,24,99414,7,830
14377,30,86949,4,23
51420,95,39702,3,822
31422,8,75906,4,630
6141,79,49716,5,40
56351,79,70678,9,118
14162,96,15224,5,489
41966,65,5673,6,702
51472,71,54315,1,835
73939,82,69985,6,712
10138,63,43343,6,484
34798,67,24798,7,478
21295,49,24204,10,166
78704,79,75446,9,690
33247,98,69502,2,959
31344,79,69762,7,839
62374,43,62166,5,852
11155,51,73025,8,457
52587,92,3730,3,221
71727,20,71646,1,574
45669,29,88470,2,416
42214,80,18196,7,355
20797,9,92465,2,19
37752,89,65896,6,691
75716,74,73764,9,207
19849,10,34956,10,614
69224,98,16672,2,425
67155,56,49530,6,786
56680,36,43229,2,750
77902,57,17132,8,993
60316,32,64952,3,824
2782,66,41128,7,761
24688,63,7461,3,566
44866,92,22251,1,135
37373,9,86533,7,767
75444,38,52702,6,236
39051,50,68379,3,723
54702,11,37710,4,76
70421,89,58583,9,863
41980,41,24517,8,731
5801,80,17612,6,611
34072,99,53210,6,139
42709,21,43630,4,584
44044,14,90914,1,736
13166,96,13489,3,802
50636,36,951,9,801
22282,8,16040,5,726
26758,97,82853,9,267
69950,78,48562,2,263
62868,17,45632,5,52
1561,8,71446,1,330
54250,96,66557,4,159
72619,46,80502,7,738
420,74,76407,5,656
18794,58,20557,3,6
77993,96,3760,6,676
58571,41,21725,8,520
79643,65,22360,3,360
9293,70,2085,3,64
46869,75,2810,7,988
30808,84,22441,6,863
12614,87,57150,2,410
31110,2,74097,8,332
27303,51,30015,10,767
16591,5,8296,10,264
63656,31,6039,3,9
41721,53,40807,9,606
54142,43,77589,6,427
50247,71,2670,6,28
41180,6,22277,1,349
35127,70,73044,7,524
53568,3,79716,8,722
64405,59,21267,7,764
