Pid,Pname,Pweight,Psize
9677,矿泉水,89,58 71 63
9579,茶叶,94,14 94 2
2581,键盘,24,97 33 81
1684,垃圾袋,19,77 84 80
6087,薯片,90,66 46 99
9778,蛋黄派,49,26 42 1
3982,帽子,80,38 62 86
3782,蛋黄派,75,71 67 69
1195,薯片,94,98 11 44
9889,蛋黄派,40,37 91 67
10077,键盘,21,88 93 50
4180,薯片,86,90 33 46
9979,香蕉,95,97 41 73
1282,茶叶,85,84 21 82
6478,苹果,78,96 52 87
6283,垃圾袋,87,59 96 1
1780,苹果,54,83 54 19
2781,键盘,77,72 92 35
6380,矿泉水,36,33 46 29
2689,蛋黄派,69,52 69 13
6992,上衣,26,21 80 11
7080,茶叶,63,90 38 21
7281,上衣,29,13 68 83
1980,矿泉水,2,93 1 99
6581,电脑,78,49 14 82
2081,蛋黄派,19,77 4 48
4082,苹果,2,59 86 8
1387,上衣,27,38 11 62
7977,薯片,58,32 99 32
2881,书,78,28 57 61
7878,帽子,89,21 74 75
7392,上衣,75,85 69 21
8079,帽子,96,40 33 90
8080,椅子,5,62 63 55
8081,香蕉,5,2 43 65
8082,香蕉,90,65 45 39
8180,苹果,69,47 31 89
5277,蛋黄派,99,85 52 73
3385,苹果,59,94 97 36
5876,苹果,15,51 75 10
3177,茶叶,14,88 18 39
9077,书,10,65 41 25
7478,苹果,52,36 81 62
6678,书,60,53 4 43
3880,书,58,70 87 91
1085,键盘,77,43 29 33
9379,蛋黄派,84,45 9 25
9177,薯片,29,26 44 6
7184,薯片,29,30 40 66
5981,矿泉水,55,35 35 52
4288,椅子,15,7 27 85
5188,书,76,24 44 93
692,茶叶,75,34 44 55
4471,椅子,96,51 75 55
6777,上衣,86,18 59 11
9286,蛋黄派,12,82 41 86
4377,香蕉,23,47 60 98
390,垃圾袋,85,71 86 35
4579,垃圾袋,79,28 85 34
4680,薯片,59,5 14 90
880,电脑,32,58 49 61
4974,键盘,17,78 58 2
7575,薯片,80,81 60 10
2988,键盘,85,80 32 8
4899,茶叶,29,16 77 33
2276,椅子,42,63 15 47
7680,香蕉,4,45 85 39
7781,帽子,10,47 59 5
3496,蛋黄派,92,24 1 48
8275,蛋黄派,63,27 79 55
483,椅子,41,47 75 32
1483,苹果,21,30 93 41
285,垃圾袋,23,80 40 33
8377,上衣,93,37 21 73
993,薯片,90,38 88 92
8572,垃圾袋,20,7 10 37
8480,帽子,45,91 19 42
8679,香蕉,42,68 10 16
8777,帽子,73,7 97 46
4783,茶叶,57,79 86 26
3580,香蕉,10,86 60 38
2478,键盘,66,35 8 62
6877,茶叶,64,58 76 90
2391,椅子,94,17 60 84
190,帽子,30,15 42 99
5579,苹果,19,73 75 81
8978,键盘,81,42 48 76
5393,键盘,83,42 97 60
3679,薯片,58,57 83 30
584,书,54,43 3 63
9478,书,49,44 63 86
787,苹果,18,79 75 68
5682,矿泉水,66,2 58 30
5780,垃圾袋,21,69 70 42
8880,电脑,88,45 72 22
1582,椅子,36,29 55 96
6185,椅子,71,80 26 80
9678,帽子,4,37 61 43
9580,帽子,42,86 15 57
2582,键盘,37,65 27 53
1685,矿泉水,3,67 100 47
6088,茶叶,52,27 7 98
9779,苹果,9,29 79 55
3983,椅子,65,72 52 8
3783,茶叶,30,46 60 74
1196,键盘,68,27 25 45
9890,薯片,44,51 66 93
10078,椅子,45,49 47 80
4181,上衣,32,46 28 19
9980,书,37,19 21 52
1283,茶叶,79,20 34 7
6479,垃圾袋,52,63 94 55
6284,香蕉,20,96 94 38
1781,电脑,35,35 89 63
2782,椅子,11,48 11 69
6381,苹果,33,28 76 66
2690,电脑,63,1 16 72
6993,上衣,29,23 31 91
7081,蛋黄派,62,94 76 92
7082,键盘,5,41 95 94
1981,电脑,68,61 38 2
1982,键盘,61,69 4 83
1983,香蕉,96,26 26 13
1984,香蕉,55,94 74 27
1985,蛋黄派,93,74 90 78
6582,电脑,25,30 6 63
2882,矿泉水,38,72 36 16
7879,香蕉,80,30 41 11
7393,茶叶,96,63 51 47
3281,帽子,2,94 61 64
5081,书,8,5 91 80
3081,椅子,33,97 90 50
8083,帽子,99,35 15 37
8181,薯片,50,24 43 99
5278,香蕉,97,50 46 30
3386,苹果,2,45 17 93
5877,茶叶,85,32 55 22
3178,书,71,69 70 78
9078,蛋黄派,63,31 15 72
7479,电脑,23,33 77 23
6679,苹果,36,100 72 88
3881,薯片,58,20 29 65
1086,矿泉水,27,9 41 85
9380,茶叶,86,37 13 76
9178,键盘,19,14 34 5
7185,帽子,74,65 9 78
5982,椅子,60,74 43 100
4289,键盘,81,50 84 6
5189,薯片,16,15 31 38
693,茶叶,60,24 18 27
4472,茶叶,82,66 42 77
6778,电脑,16,26 12 51
9287,茶叶,26,62 52 57
4378,键盘,96,24 71 26
391,书,61,3 45 62
4580,键盘,18,24 7 61
4681,椅子,7,10 66 64
881,键盘,9,32 77 25
4975,椅子,57,15 64 88
7576,苹果,37,52 99 28
2989,键盘,15,5 67 57
4900,键盘,53,33 46 38
2277,薯片,4,57 43 29
7681,矿泉水,71,18 37 38
7782,矿泉水,29,55 59 97
3497,薯片,8,22 58 5
8276,矿泉水,78,67 64 6
484,矿泉水,69,98 75 56
1484,香蕉,93,5 92 54
286,薯片,74,34 92 99
8378,电脑,90,13 88 3
994,垃圾袋,64,43 69 31
8573,垃圾袋,64,79 49 49
8481,矿泉水,70,67 31 18
8680,垃圾袋,4,55 3 100
8778,垃圾袋,5,4 40 63
4784,苹果,2,29 61 89
3581,上衣,57,42 19 13
2479,键盘,6,90 61 77
6878,矿泉水,92,46 70 20
2392,电脑,5,2 99 74
191,薯片,85,18 51 65
5580,香蕉,47,93 71 22
8979,茶叶,85,3 23 80
5394,书,35,95 52 85
3680,电脑,86,44 90 61
585,苹果,32,54 68 6
9479,椅子,54,31 29 99
788,垃圾袋,23,34 23 48
5683,椅子,91,81 19 41
5781,椅子,37,67 82 45
8881,蛋黄派,44,81 88 15
1583,垃圾袋,70,55 38 20
6186,帽子,27,66 71 31
9679,椅子,14,55 7 33
9581,苹果,24,81 54 83
2583,键盘,52,90 69 74
1686,电脑,13,94 26 39
6089,帽子,86,16 72 98
9780,香蕉,41,22 30 93
3984,香蕉,94,60 36 100
3784,茶叶,16,79 24 59
1197,矿泉水,58,61 100 71
9891,椅子,95,53 99 69
10079,电脑,24,1 12 40
4182,帽子,86,61 85 37
9981,茶叶,64,74 90 87
1284,帽子,31,38 48 34
6480,书,69,90 26 90
6285,苹果,42,39 39 30
6286,矿泉水,18,49 85 66
6287,椅子,42,77 22 41
6288,电脑,77,95 44 53
6289,香蕉,41,67 33 6
6290,帽子,48,96 71 48
6291,书,60,64 99 36
6292,香蕉,59,53 23 72
6293,帽子,88,97 25 80
6294,垃圾袋,32,68 39 43
6295,薯片,17,30 87 15
6296,蛋黄派,80,6 32 88
6297,键盘,53,95 54 5
6298,键盘,37,27 53 1
6299,蛋黄派,13,82 25 2
6300,茶叶,77,38 66 64
1782,书,17,83 34 74
1783,帽子,84,35 40 39
1784,苹果,32,31 68 78
1785,垃圾袋,86,88 80 43
1786,电脑,70,66 52 53
1787,蛋黄派,57,32 96 80
1788,电脑,6,42 45 85
1789,香蕉,70,65 64 59
2783,茶叶,76,13 34 16
9079,薯片,71,66 67 8
7480,茶叶,99,50 73 74
6680,书,12,53 68 83
6681,香蕉,85,7 62 59
3882,薯片,14,85 17 7
9381,电脑,87,21 35 79
9179,帽子,98,42 91 35
7186,电脑,96,27 18 97
5983,电脑,23,19 25 51
4290,香蕉,31,40 91 36
5190,垃圾袋,88,97 53 63
694,书,9,12 3 99
4473,蛋黄派,8,59 36 14
6779,椅子,48,54 61 93
9288,电脑,55,16 50 5
4379,苹果,98,37 38 96
392,香蕉,8,40 27 70
4581,键盘,98,25 27 15
4682,垃圾袋,59,62 70 16
882,香蕉,94,37 67 49
4976,电脑,16,44 55 65
7577,矿泉水,43,8 15 41
2990,香蕉,53,34 80 63
2278,电脑,97,23 74 32
2279,矿泉水,88,31 98 62
7682,键盘,54,36 60 33
3498,书,4,39 94 96
8277,矿泉水,75,23 14 96
485,上衣,76,66 64 36
1485,茶叶,96,66 35 27
287,香蕉,71,38 62 2
8379,椅子,16,19 14 67
995,帽子,49,72 33 17
8574,矿泉水,50,46 1 50
8482,苹果,84,62 96 16
8681,上衣,38,87 9 49
8779,茶叶,61,3 78 3
4785,茶叶,92,25 5 98
3582,茶叶,99,18 84 72
2480,电脑,67,81 88 54
6879,书,7,37 59 87
2393,书,92,21 95 53
192,键盘,80,65 95 46
5581,蛋黄派,51,21 81 46
5582,茶叶,95,43 7 48
8980,苹果,62,23 98 12
3681,香蕉,15,47 30 70
586,香蕉,94,39 9 52
9480,苹果,81,40 74 99
789,椅子,40,9 27 64
5684,蛋黄派,78,87 12 38
5782,苹果,86,89 66 20
8882,垃圾袋,91,55 96 3
1584,垃圾袋,36,61 11 78
6187,茶叶,86,33 7 57
9680,香蕉,88,53 59 75
9582,薯片,73,55 82 33
2584,苹果,66,12 53 23
1687,矿泉水,13,91 54 45
6090,上衣,86,49 45 78
9781,矿泉水,35,22 88 40
3985,上衣,64,54 20 38
3785,蛋黄派,10,61 45 75
1198,蛋黄派,23,82 88 30
9892,薯片,15,87 79 47
10080,苹果,18,17 44 55
4183,矿泉水,58,44 63 65
9982,茶叶,62,45 88 23
1285,苹果,95,35 31 32
6481,书,35,41 1 10
6382,香蕉,39,54 77 61
2691,垃圾袋,23,26 89 19
6994,椅子,1,69 14 44
7282,香蕉,37,36 75 10
7083,键盘,25,7 35 68
2082,上衣,22,36 32 64
4083,椅子,76,29 17 17
1388,键盘,77,25 28 33
7978,书,45,39 66 50
1986,蛋黄派,94,27 22 89
6583,椅子,31,74 42 82
2883,茶叶,43,47 14 2
7880,苹果,47,63 48 4
7394,矿泉水,65,61 79 46
3282,茶叶,45,62 47 91
5082,帽子,20,72 76 49
3082,苹果,22,82 67 6
8084,电脑,91,85 61 74
1790,薯片,41,59 69 9
8182,蛋黄派,30,47 24 68
5279,苹果,99,54 90 28
3387,香蕉,57,32 4 88
5878,香蕉,84,2 9 30
3179,矿泉水,38,43 28 25
2784,苹果,57,17 80 9
9080,椅子,36,13 8 35
7481,香蕉,63,95 40 68
1087,垃圾袋,8,8 59 13
6682,茶叶,8,47 50 65
3883,苹果,3,4 16 45
9382,帽子,74,16 80 17
9180,垃圾袋,55,10 88 82
7187,蛋黄派,75,51 98 20
5984,蛋黄派,93,5 44 42
4291,书,51,24 9 83
5191,垃圾袋,87,23 86 20
695,矿泉水,86,66 49 73
4474,帽子,96,52 26 35
6780,矿泉水,57,26 85 33
9289,垃圾袋,48,62 37 19
4380,香蕉,62,34 52 73
393,香蕉,37,25 69 71
4582,电脑,38,76 13 8
4683,椅子,78,87 42 22
883,上衣,100,92 73 93
4977,薯片,95,59 69 91
7578,电脑,27,20 83 78
2991,电脑,93,34 17 22
7783,茶叶,40,22 10 60
2280,书,48,89 87 43
7683,帽子,91,88 45 26
3499,矿泉水,55,91 86 71
8278,薯片,7,95 76 56
486,电脑,57,24 3 89
1486,电脑,88,22 95 72
288,帽子,45,44 51 25
289,矿泉水,32,69 44 57
8380,茶叶,89,92 63 45
8575,香蕉,59,36 69 55
8483,薯片,56,74 84 42
8682,帽子,40,91 54 62
8780,矿泉水,80,74 93 13
4786,电脑,36,59 94 52
3583,苹果,94,14 27 71
2481,电脑,60,2 11 12
6880,垃圾袋,2,8 18 45
2394,椅子,38,36 9 36
193,书,41,42 81 97
5395,矿泉水,27,17 72 48
5583,香蕉,12,9 100 26
8981,香蕉,60,4 40 95
3682,上衣,84,92 61 5
587,香蕉,59,11 38 8
9481,书,57,50 58 2
790,键盘,75,12 56 90
5685,苹果,85,14 29 14
5783,蛋黄派,37,89 19 90
8883,香蕉,93,31 5 90
1585,书,44,29 10 30
6188,香蕉,100,96 31 19
9681,键盘,26,10 15 40
9583,帽子,21,16 76 14
2585,薯片,85,11 65 34
1688,垃圾袋,39,77 23 1
6091,上衣,88,20 21 97
9782,苹果,51,20 42 99
3986,电脑,46,49 36 33
3786,薯片,92,56 4 6
1199,电脑,60,68 100 2
9893,电脑,45,11 82 11
10081,茶叶,20,12 64 15
4184,帽子,56,93 34 92
9983,茶叶,54,48 68 53
1286,键盘,36,43 64 93
6482,书,87,53 93 47
6383,键盘,33,74 94 20
2692,矿泉水,61,1 7 96
6995,电脑,32,75 81 81
7283,茶叶,34,50 55 57
7284,茶叶,18,37 97 98
7285,垃圾袋,63,43 27 66
7286,矿泉水,29,52 21 67
7287,薯片,93,65 31 2
7288,矿泉水,93,83 76 18
7289,书,38,79 15 72
7290,矿泉水,100,24 55 81
7291,键盘,30,76 13 78
7292,薯片,93,50 34 53
7293,薯片,37,86 84 77
7294,矿泉水,19,42 84 65
7295,垃圾袋,5,63 11 27
7296,键盘,99,2 8 62
7297,电脑,51,73 5 16
7298,蛋黄派,52,72 82 75
7299,书,83,57 24 72
7300,香蕉,13,42 97 61
7084,矿泉水,80,8 68 1
7085,垃圾袋,50,65 48 97
7086,苹果,17,20 28 56
7087,苹果,8,41 87 78
7088,帽子,57,37 66 24
7089,矿泉水,62,18 92 79
7090,薯片,79,71 64 85
7091,电脑,74,98 99 5
7092,香蕉,44,10 63 52
7093,键盘,41,24 31 11
7094,薯片,100,27 66 15
7095,键盘,61,54 49 96
7096,薯片,61,97 96 52
7097,薯片,70,17 28 24
7098,电脑,95,75 92 2
7099,矿泉水,5,36 67 16
7100,蛋黄派,57,44 7 71
2083,茶叶,54,68 54 94
2084,蛋黄派,67,27 97 77
2085,薯片,10,43 18 57
2086,上衣,78,80 69 63
2087,薯片,34,46 68 49
2088,垃圾袋,90,2 12 47
2089,帽子,97,31 52 57
2090,垃圾袋,42,7 99 24
2091,茶叶,3,22 19 96
2092,矿泉水,32,37 50 32
2093,椅子,23,26 96 65
2094,书,9,9 69 80
2095,矿泉水,65,3 59 26
2096,电脑,44,72 24 18
2097,薯片,43,100 42 11
2098,书,32,21 5 12
2099,蛋黄派,27,64 60 98
2100,薯片,92,47 8 63
4084,电脑,87,90 48 63
4085,薯片,85,78 42 40
4086,上衣,94,94 36 67
4087,帽子,56,59 24 52
4088,茶叶,5,32 19 72
4089,垃圾袋,33,100 54 8
4090,键盘,59,39 21 32
1389,香蕉,61,25 70 1
1390,矿泉水,26,31 34 1
1391,电脑,3,3 80 100
194,蛋黄派,65,76 60 15
195,薯片,81,32 90 75
196,矿泉水,8,81 48 33
197,矿泉水,41,96 51 90
198,椅子,5,66 65 37
199,苹果,72,73 2 3
200,书,43,91 59 93
8982,上衣,51,48 10 66
8983,蛋黄派,84,15 63 69
8984,椅子,28,73 15 66
8985,上衣,75,13 45 44
8986,矿泉水,12,44 33 68
8987,蛋黄派,45,21 35 41
8988,键盘,5,68 62 36
8989,香蕉,94,97 35 37
8990,垃圾袋,55,76 75 61
8991,茶叶,23,95 24 98
8992,电脑,55,87 7 10
8993,垃圾袋,63,62 6 98
8994,垃圾袋,94,52 50 8
8995,键盘,68,53 32 60
8996,椅子,31,38 29 24
8997,蛋黄派,61,22 22 39
8998,蛋黄派,92,37 27 72
8999,垃圾袋,95,60 6 82
9000,椅子,22,51 58 83
3683,薯片,57,86 43 23
3684,蛋黄派,50,1 62 40
3685,键盘,46,16 41 76
3686,键盘,90,58 72 75
3687,椅子,55,51 66 31
3688,矿泉水,74,37 23 40
3689,苹果,7,48 79 60
3690,键盘,70,59 28 32
3691,香蕉,79,10 3 9
3692,薯片,64,52 9 1
3693,垃圾袋,51,71 9 26
3694,茶叶,94,77 22 29
3695,茶叶,78,61 37 10
3696,垃圾袋,66,62 89 90
3697,香蕉,42,68 3 33
3698,薯片,43,55 69 65
3699,键盘,4,98 87 38
3700,帽子,45,16 52 87
588,书,49,42 1 79
589,茶叶,59,76 60 60
590,帽子,3,38 18 84
591,电脑,92,15 88 12
592,书,10,52 99 62
593,矿泉水,3,97 6 13
594,帽子,91,50 77 89
595,矿泉水,14,7 93 77
596,香蕉,57,60 38 12
597,薯片,29,33 17 97
598,薯片,34,81 17 36
599,椅子,42,73 56 12
600,书,74,41 72 94
9482,上衣,21,86 58 98
9483,椅子,25,94 13 17
9484,键盘,94,25 61 34
9485,上衣,84,69 36 77
9486,蛋黄派,37,72 22 29
9487,苹果,22,95 38 97
9488,上衣,23,61 95 67
9489,薯片,98,97 7 31
9490,帽子,51,8 68 46
9491,书,14,29 25 48
9492,垃圾袋,94,57 10 77
9493,蛋黄派,4,19 54 97
9494,蛋黄派,16,41 77 52
9495,电脑,76,93 19 38
9496,上衣,71,92 48 6
9497,矿泉水,47,3 13 29
9498,香蕉,25,13 8 39
9499,茶叶,92,2 2 31
9500,香蕉,40,18 46 99
791,电脑,44,62 20 81
792,茶叶,39,15 10 44
793,茶叶,46,53 32 33
794,蛋黄派,92,25 74 64
795,电脑,36,87 56 72
796,帽子,94,86 44 3
797,苹果,4,11 54 78
798,键盘,42,13 65 91
799,垃圾袋,91,4 77 60
800,书,48,32 75 89
5686,键盘,45,65 3 95
5687,薯片,100,20 52 28
5688,薯片,79,8 35 100
5689,苹果,67,72 41 85
5690,垃圾袋,83,18 96 48
5691,蛋黄派,89,57 17 67
5692,垃圾袋,77,36 99 65
5693,茶叶,73,49 42 19
5694,键盘,54,3 49 46
5695,帽子,2,20 49 48
5696,茶叶,47,62 64 10
5697,椅子,27,41 50 16
5698,矿泉水,88,1 36 80
5699,蛋黄派,49,13 45 8
5700,书,39,20 72 65
5784,蛋黄派,25,85 77 97
5785,帽子,49,24 44 95
5786,茶叶,3,64 2 44
5787,薯片,84,32 87 35
5788,椅子,100,11 36 81
5789,茶叶,79,55 100 59
5790,矿泉水,11,56 1 83
5791,椅子,87,40 34 28
5792,矿泉水,22,85 4 81
5793,椅子,44,9 52 61
5794,电脑,98,17 72 9
5795,茶叶,49,36 32 89
5796,电脑,33,30 74 99
5797,上衣,69,14 86 40
5798,键盘,97,41 12 8
5799,矿泉水,97,39 48 42
5800,香蕉,53,63 45 11
6189,茶叶,95,27 42 40
6190,书,54,24 42 14
6191,蛋黄派,24,17 20 3
6192,苹果,87,75 55 28
6193,蛋黄派,61,99 19 32
6194,香蕉,90,43 33 71
6195,蛋黄派,59,31 28 39
6196,上衣,54,90 53 81
6197,电脑,55,55 12 93
6198,上衣,49,45 95 57
6199,茶叶,79,18 41 18
6200,垃圾袋,54,27 55 79
6092,矿泉水,13,65 7 88
6093,苹果,65,85 67 85
6094,苹果,97,36 11 61
6095,垃圾袋,71,19 82 28
6096,上衣,59,67 47 8
6097,苹果,52,12 41 68
6098,电脑,46,39 83 79
6099,书,47,27 98 13
6100,矿泉水,9,1 52 52
3987,蛋黄派,20,87 4 49
3988,薯片,60,37 30 46
3989,蛋黄派,76,25 2 3
3990,上衣,18,56 1 27
3991,薯片,36,59 93 16
3992,蛋黄派,52,65 61 58
3993,垃圾袋,22,27 74 57
3994,垃圾袋,96,20 98 35
3995,椅子,57,90 27 99
3996,书,78,4 71 84
3997,椅子,30,1 46 37
3998,薯片,22,45 64 92
3999,上衣,22,43 58 14
4000,键盘,56,57 43 60
1200,薯片,17,65 64 55
9894,上衣,78,45 57 84
9895,书,3,74 29 26
9896,茶叶,82,99 1 19
9897,矿泉水,34,75 68 18
9898,薯片,25,98 31 89
9899,薯片,20,33 5 15
9900,电脑,38,40 5 36
10082,上衣,79,64 47 67
10083,香蕉,100,8 56 20
10084,键盘,5,78 16 86
10085,上衣,49,25 17 86
10086,电脑,77,39 10 17
10087,蛋黄派,46,1 11 39
10088,矿泉水,18,42 59 16
10089,键盘,76,28 51 54
10090,电脑,57,52 90 82
10091,香蕉,84,18 27 61
10092,薯片,86,83 19 65
10093,蛋黄派,50,44 86 42
10094,蛋黄派,26,65 2 39
10095,电脑,20,44 75 61
10096,矿泉水,33,59 12 97
10097,上衣,54,65 46 76
10098,薯片,18,8 44 84
10099,上衣,54,39 99 35
10100,薯片,95,11 59 90
4185,香蕉,32,58 1 55
4186,矿泉水,64,25 20 4
4187,薯片,48,21 85 47
4188,垃圾袋,20,17 33 37
4189,椅子,65,3 28 60
4190,键盘,3,11 72 96
4191,椅子,67,44 16 87
4192,香蕉,19,2 23 24
4193,上衣,35,86 69 37
4194,书,57,62 2 25
4195,蛋黄派,75,68 66 10
4196,电脑,87,42 17 16
4197,电脑,61,51 45 15
4198,键盘,70,57 97 97
4199,矿泉水,22,5 92 63
4200,矿泉水,28,75 82 87
9984,矿泉水,95,65 15 61
9985,苹果,65,89 87 14
9986,键盘,19,80 25 27
9987,椅子,13,58 44 13
9988,上衣,67,9 75 21
9989,苹果,32,4 44 67
9990,电脑,16,88 86 93
9991,键盘,47,19 24 34
9992,矿泉水,35,7 42 19
9993,垃圾袋,98,9 59 58
9994,苹果,29,20 13 80
9995,书,68,63 25 97
9996,蛋黄派,45,77 39 81
9997,帽子,15,17 81 18
9998,椅子,25,63 78 18
9999,电脑,10,42 83 82
10000,键盘,45,70 31 7
1287,香蕉,13,2 15 45
1288,薯片,70,17 76 74
1289,蛋黄派,35,58 60 33
1290,电脑,100,40 72 81
1291,帽子,34,64 35 88
1292,椅子,24,2 75 52
1293,键盘,47,59 79 77
1294,垃圾袋,81,21 66 9
1295,薯片,21,82 45 93
1296,帽子,90,95 91 26
1297,茶叶,63,87 52 80
1298,蛋黄派,98,81 30 36
1299,上衣,51,79 13 37
1300,香蕉,63,1 53 37
7979,薯片,86,59 72 2
7980,垃圾袋,84,5 31 74
7981,垃圾袋,65,65 24 76
7982,蛋黄派,4,42 74 7
7983,茶叶,52,99 87 71
7984,香蕉,93,7 98 3
7985,矿泉水,98,71 56 19
7986,椅子,74,94 95 57
7987,蛋黄派,18,94 58 38
7988,上衣,43,10 86 43
7989,键盘,45,77 52 10
7990,帽子,43,64 30 51
7991,苹果,96,96 44 27
7992,茶叶,92,82 43 13
7993,椅子,35,17 71 51
7994,键盘,78,82 69 18
7995,茶叶,52,71 69 23
7996,椅子,24,99 16 73
7997,书,3,49 62 68
7998,苹果,85,16 69 56
7999,椅子,33,38 82 60
8000,茶叶,82,12 10 55
1987,苹果,6,60 80 40
1988,香蕉,55,13 47 54
1989,香蕉,19,37 2 7
1990,蛋黄派,49,15 11 64
1991,电脑,63,11 72 51
1992,苹果,66,39 22 85
1993,苹果,38,100 69 96
1994,垃圾袋,94,1 67 67
1995,薯片,99,28 87 1
1996,苹果,27,93 76 16
1997,键盘,84,61 30 84
1998,苹果,81,81 47 8
1999,上衣,50,3 66 86
2000,矿泉水,21,37 97 71
7881,蛋黄派,92,35 82 94
7882,薯片,67,5 4 10
7883,香蕉,92,72 60 95
7884,蛋黄派,93,59 84 5
7885,电脑,47,59 35 16
7886,书,11,14 58 80
7887,蛋黄派,34,10 42 84
7888,电脑,33,25 5 71
7889,蛋黄派,73,37 32 43
7890,蛋黄派,74,93 47 55
7891,薯片,22,36 60 79
7892,蛋黄派,76,7 46 39
7893,键盘,36,94 63 19
7894,椅子,76,25 32 89
7895,薯片,61,87 6 66
7896,上衣,51,31 95 6
7897,茶叶,100,17 92 48
7898,上衣,76,66 54 50
7899,茶叶,61,7 66 58
7900,椅子,87,37 3 14
7395,蛋黄派,27,77 97 83
7396,书,7,72 99 62
7397,书,63,47 57 93
7398,书,34,80 45 84
7399,上衣,57,9 64 66
7400,上衣,46,91 42 13
3283,垃圾袋,74,78 42 77
3284,香蕉,33,17 55 54
3285,上衣,93,27 2 51
3286,矿泉水,10,74 11 89
3287,上衣,8,20 34 33
3288,薯片,100,43 88 95
3289,椅子,75,11 75 44
3290,蛋黄派,38,50 11 66
3291,椅子,32,18 92 77
3292,蛋黄派,26,66 47 26
3293,键盘,49,54 22 10
3294,椅子,36,83 33 86
3295,键盘,71,90 21 75
3296,键盘,30,78 72 42
3297,苹果,1,6 63 92
3298,上衣,56,75 29 54
3299,上衣,81,91 19 75
3300,苹果,76,73 58 82
5083,矿泉水,43,99 18 31
5084,苹果,82,47 94 40
5085,电脑,59,8 54 15
5086,帽子,30,16 74 7
5087,书,6,72 27 81
5088,帽子,77,9 95 98
5089,电脑,5,99 17 37
5090,垃圾袋,8,70 44 89
5091,茶叶,36,25 98 14
5092,薯片,60,14 44 84
5093,薯片,69,10 98 57
5094,香蕉,15,56 87 45
5095,垃圾袋,17,60 69 44
5096,电脑,45,64 59 83
5097,香蕉,68,16 3 87
5098,矿泉水,24,95 79 35
5099,蛋黄派,74,84 21 70
5100,矿泉水,64,29 96 60
3083,薯片,25,47 13 4
3084,蛋黄派,22,6 38 21
3085,键盘,2,51 3 20
3086,帽子,63,91 22 15
3087,电脑,5,46 16 22
3088,苹果,40,95 3 32
3089,键盘,90,54 2 16
3090,书,81,68 20 25
3091,书,54,1 89 68
3092,矿泉水,24,91 7 64
3093,苹果,89,87 11 9
3094,电脑,22,69 29 23
3095,椅子,78,8 54 13
3096,帽子,35,18 65 24
3097,键盘,10,84 60 96
3098,薯片,45,98 79 62
3099,苹果,35,8 13 100
3100,茶叶,90,14 64 78
8085,薯片,15,78 42 32
8086,垃圾袋,27,21 54 10
4475,薯片,99,43 53 44
3180,香蕉,14,39 63 14
3181,帽子,6,93 36 72
3182,香蕉,5,23 91 76
3183,书,12,70 72 48
3184,蛋黄派,3,91 83 99
3185,香蕉,21,28 70 48
3186,蛋黄派,72,85 77 50
3187,帽子,27,9 78 22
3188,电脑,75,30 83 11
3189,书,57,59 59 27
3190,垃圾袋,97,56 100 76
3191,薯片,22,96 87 92
3192,椅子,33,56 40 42
3193,电脑,11,62 63 14
3194,椅子,12,83 33 98
3195,键盘,82,61 53 100
3196,茶叶,6,38 74 3
3197,垃圾袋,89,75 99 37
3198,上衣,87,15 74 76
3199,薯片,14,42 35 63
3200,蛋黄派,29,96 31 33
9081,香蕉,36,46 97 77
9082,上衣,91,22 67 81
3884,电脑,36,13 1 17
4091,香蕉,26,66 90 65
4092,矿泉水,10,70 24 89
4093,书,32,74 89 63
4094,薯片,53,17 29 47
4095,帽子,91,55 88 24
4096,垃圾袋,74,75 68 60
4097,椅子,24,78 51 92
4098,薯片,62,9 37 11
4099,香蕉,10,2 85 22
4100,薯片,22,39 90 15
3388,垃圾袋,89,93 77 81
3389,茶叶,63,25 58 47
3390,香蕉,39,39 95 38
2281,帽子,90,74 20 15
2282,垃圾袋,42,60 89 52
2283,帽子,17,16 5 33
2284,茶叶,60,38 62 23
2285,电脑,13,54 82 43
2286,矿泉水,83,65 2 95
4787,香蕉,57,76 43 29
4788,帽子,84,8 28 50
4789,香蕉,10,10 61 13
4790,上衣,35,70 41 60
4791,蛋黄派,18,96 75 63
4792,香蕉,3,18 46 91
4793,苹果,99,23 83 28
4794,茶叶,45,41 80 15
4795,电脑,16,22 5 81
4796,上衣,48,78 11 10
4797,椅子,63,59 68 11
4798,苹果,47,16 1 12
4799,书,81,51 69 82
4800,香蕉,10,81 63 95
8884,上衣,44,16 69 80
8885,上衣,29,19 63 93
8886,苹果,3,18 92 59
8887,茶叶,24,78 82 67
8888,电脑,43,38 69 5
8889,蛋黄派,25,64 21 57
8890,薯片,28,62 17 70
8891,薯片,37,23 78 64
8892,薯片,75,65 27 86
8893,垃圾袋,63,63 94 96
8894,键盘,23,46 24 17
8895,电脑,26,66 2 96
8896,茶叶,24,24 89 75
8897,茶叶,54,14 38 63
8898,香蕉,96,50 24 72
8899,书,68,32 73 1
8900,蛋黄派,87,50 68 36
9083,苹果,43,37 44 43
9084,矿泉水,54,64 100 99
9085,书,15,50 48 53
9086,苹果,86,17 45 55
9087,上衣,58,5 87 92
9088,茶叶,44,73 38 54
9089,电脑,10,38 55 95
9090,垃圾袋,52,1 20 93
9091,椅子,53,55 63 78
9092,椅子,75,70 33 71
9093,椅子,52,70 46 11
